net,length_um
_0300_,8.16µm
_0694_,8.16µm
_1366_,8.14µm
_2120_,8.14µm
_2490_,8.14µm
_2934_,8.14µm
_3087_,8.14µm
_3093_,8.14µm
_0804_,8.12µm
_0872_,8.12µm
_0789_,8.1µm
_0938_,8.1µm
_1232_,8.1µm
_1415_,8.1µm
_1837_,8.1µm
_2966_,8.1µm
_3002_,8.1µm
_3191_,8.1µm
net986,8.1µm
u_write_arbiter.w_buf_data\[115\],8.095µm
_1596_,8.08µm
_2509_,8.06µm
_2679_,8.06µm
s_axi_arvalid[3],8.05µm
s_axi_awaddr[64],8.05µm
s_axi_wstrb[1],8.05µm
_0833_,8.04µm
_1030_,8.04µm
_2727_,8.04µm
m_axi_awaddr[0],8.04µm
m_axi_awaddr[4],8.04µm
net1193,8.04µm
_0008_,8.02µm
_0589_,8.02µm
_0713_,8.02µm
_0897_,8.02µm
_1166_,8.02µm
_1791_,8.02µm
_1811_,8.02µm
_2160_,8.02µm
_2182_,8.02µm
_2384_,8.02µm
net203,8.02µm
net238,8.02µm
s_axi_awprot[11],8.01µm
_1307_,8µm
_1324_,8µm
_1829_,8µm
_3114_,8µm
_0923_,7.98µm
_1000_,7.98µm
_1061_,7.98µm
_1173_,7.98µm
_1728_,7.98µm
_3000_,7.98µm
u_write_arbiter.w_buf_data\[9\],7.98µm
net1040,7.98µm
_2371_,7.96µm
_2612_,7.96µm
_2733_,7.96µm
_0759_,7.94µm
_1001_,7.94µm
_1772_,7.94µm
_2078_,7.94µm
net510,7.94µm
net1021,7.94µm
_2009_,7.92µm
_3019_,7.92µm
_0615_,7.9µm
_0863_,7.9µm
_1014_,7.9µm
_1119_,7.9µm
_1388_,7.9µm
_1614_,7.9µm
_2792_,7.9µm
net343,7.9µm
_2650_,7.88µm
net145,7.88µm
_0613_,7.86µm
_1141_,7.86µm
_1978_,7.86µm
u_write_arbiter.w_buf_data\[106\],7.86µm
net326,7.86µm
_2598_,7.84µm
_0011_,7.82µm
_1152_,7.82µm
_3149_,7.82µm
_0231_,7.8µm
_0244_,7.8µm
_0735_,7.8µm
_3097_,7.8µm
_0721_,7.78µm
_0877_,7.78µm
_1434_,7.78µm
_1652_,7.78µm
_1749_,7.78µm
_1992_,7.78µm
_2565_,7.78µm
u_write_arbiter.aw_buf_addr\[2\],7.78µm
u_write_arbiter.w_buf_data\[18\],7.78µm
_0017_,7.76µm
_0104_,7.76µm
_0788_,7.76µm
_0624_,7.74µm
_1115_,7.74µm
_1752_,7.74µm
_1907_,7.74µm
_3035_,7.7µm
net1120,7.7µm
m_axi_bresp[2],7.69µm
s_axi_arready[2],7.69µm
_0105_,7.68µm
_0191_,7.68µm
_0363_,7.68µm
_0502_,7.68µm
_0733_,7.68µm
_1726_,7.68µm
_2381_,7.68µm
_2646_,7.68µm
_2915_,7.68µm
_3194_,7.68µm
_3205_,7.68µm
_0347_,7.66µm
_0728_,7.66µm
_1711_,7.66µm
_1953_,7.66µm
_3021_,7.66µm
_0249_,7.64µm
_0561_,7.64µm
_1130_,7.64µm
_1700_,7.64µm
_1765_,7.64µm
_1848_,7.64µm
_2011_,7.64µm
_2148_,7.64µm
_2269_,7.64µm
_2702_,7.64µm
_2748_,7.64µm
net80,7.64µm
net1008,7.64µm
_1255_,7.62µm
_1378_,7.62µm
_1268_,7.6µm
_2205_,7.6µm
_2662_,7.6µm
_3043_,7.6µm
_1135_,7.58µm
_1790_,7.58µm
_2334_,7.58µm
_2719_,7.58µm
m_axi_awaddr[13],7.58µm
_2014_,7.56µm
_2500_,7.56µm
_2529_,7.56µm
_2770_,7.56µm
_2814_,7.56µm
_2953_,7.56µm
net643,7.56µm
_0418_,7.54µm
_0769_,7.54µm
_0486_,7.52µm
_0700_,7.52µm
_0781_,7.52µm
_1050_,7.52µm
_1164_,7.52µm
_1332_,7.52µm
_1363_,7.52µm
_1369_,7.52µm
_1803_,7.52µm
_1892_,7.52µm
_1932_,7.52µm
_2454_,7.52µm
_2540_,7.52µm
_2562_,7.52µm
_2912_,7.52µm
_2932_,7.52µm
_2941_,7.52µm
u_write_arbiter.w_buf_data\[125\],7.52µm
net288,7.52µm
net689,7.52µm
net823,7.52µm
net862,7.52µm
net909,7.52µm
net1019,7.52µm
net1068,7.52µm
net1156,7.52µm
_1438_,7.5µm
_0799_,7.48µm
_1963_,7.48µm
_2112_,7.48µm
_2448_,7.48µm
_3024_,7.48µm
net1044,7.48µm
_2037_,7.46µm
_2839_,7.44µm
_2880_,7.44µm
u_write_arbiter.aw_buf_addr\[93\],7.44µm
_0268_,7.42µm
_0623_,7.42µm
_0965_,7.42µm
_1023_,7.42µm
_1137_,7.42µm
_1187_,7.42µm
_3230_,7.42µm
u_write_arbiter.w_buf_data\[17\],7.42µm
net144,7.42µm
_1333_,7.4µm
clknet_leaf_23_aclk,7.4µm
_0737_,7.39µm
cfg_weight_m1[3],7.37µm
s_axi_arprot[4],7.37µm
s_axi_arprot[5],7.37µm
s_axi_awaddr[0],7.37µm
s_axi_awaddr[5],7.37µm
s_axi_awaddr[96],7.37µm
s_axi_wstrb[12],7.37µm
_2038_,7.36µm
net971,7.36µm
_0099_,7.34µm
_0176_,7.34µm
_0771_,7.34µm
m_axi_wdata[57],7.33µm
m_axi_wready[1],7.33µm
s_axi_rdata[49],7.33µm
s_axi_wstrb[2],7.33µm
_1171_,7.32µm
_1319_,7.32µm
_1430_,7.32µm
_1784_,7.32µm
_1842_,7.32µm
net177,7.32µm
_0307_,7.3µm
_1337_,7.3µm
_2218_,7.28µm
_1384_,7.25µm
_0997_,7.24µm
_1406_,7.24µm
_0022_,7.22µm
_0129_,7.22µm
_0135_,7.22µm
_0314_,7.22µm
_0341_,7.22µm
_1391_,7.22µm
_1401_,7.22µm
_1718_,7.22µm
_1807_,7.22µm
_2696_,7.22µm
_0790_,7.2µm
_1080_,7.2µm
_0802_,7.18µm
_1636_,7.18µm
_1716_,7.18µm
_1818_,7.18µm
_2141_,7.18µm
_2445_,7.18µm
_2811_,7.18µm
_2872_,7.18µm
_2962_,7.18µm
u_write_arbiter.w_buf_data\[104\],7.18µm
net769,7.18µm
net952,7.18µm
net1062,7.18µm
_2848_,7.16µm
_0381_,7.14µm
_0772_,7.14µm
net981,7.14µm
_1004_,7.12µm
_1838_,7.12µm
net82,7.12µm
_0784_,7.1µm
_1624_,7.1µm
_1708_,7.1µm
_1783_,7.1µm
_2515_,7.1µm
_2520_,7.1µm
_2712_,7.1µm
_2759_,7.1µm
_2771_,7.1µm
_3125_,7.1µm
_0778_,7.08µm
_1789_,7.08µm
_1877_,7.08µm
_2432_,7.08µm
u_write_arbiter.aw_buf_addr\[79\],7.08µm
_0066_,7.06µm
_0933_,7.06µm
_1368_,7.06µm
_1809_,7.06µm
_2235_,7.06µm
_2519_,7.06µm
_2656_,7.06µm
_2693_,7.06µm
_2713_,7.06µm
_2715_,7.06µm
_2739_,7.06µm
_2742_,7.06µm
u_write_arbiter.w_buf_data\[51\],7.06µm
net1041,7.06µm
net1083,7.06µm
_2781_,7.04µm
_0073_,7µm
m_axi_araddr[15],6.99µm
m_axi_araddr[55],6.99µm
s_axi_rdata[5],6.99µm
s_axi_rresp[1],6.99µm
_0775_,6.98µm
_1618_,6.98µm
_2177_,6.98µm
_2420_,6.98µm
_2796_,6.98µm
_3155_,6.98µm
_3213_,6.98µm
net32,6.98µm
net580,6.98µm
net966,6.98µm
_0835_,6.96µm
net275,6.96µm
net422,6.96µm
_0051_,6.94µm
_0162_,6.94µm
_0371_,6.94µm
_0894_,6.94µm
_1601_,6.94µm
net1257,6.94µm
_1413_,6.92µm
_2905_,6.9µm
net1013,6.9µm
net1251,6.9µm
_0089_,6.88µm
_0117_,6.88µm
_0246_,6.88µm
_0259_,6.88µm
_2064_,6.865µm
_1184_,6.86µm
_2033_,6.86µm
_2824_,6.86µm
_3167_,6.86µm
u_read_arbiter.u_read_qos.age_m1\[3\],6.86µm
_0050_,6.84µm
_0230_,6.84µm
_0414_,6.84µm
_0482_,6.84µm
net1245,6.84µm
_0672_,6.82µm
_0895_,6.78µm
_2438_,6.78µm
_2879_,6.78µm
_3077_,6.78µm
net1010,6.78µm
_3147_,6.775µm
s_axi_bready[1],6.77µm
_0471_,6.76µm
_0475_,6.76µm
_0511_,6.76µm
_0596_,6.76µm
_0765_,6.76µm
_1641_,6.76µm
_1666_,6.76µm
_1900_,6.76µm
_2429_,6.76µm
_2531_,6.76µm
_2994_,6.76µm
_0412_,6.74µm
_0847_,6.74µm
_0489_,6.72µm
_0996_,6.72µm
_1132_,6.72µm
_1165_,6.72µm
_1741_,6.72µm
_1800_,6.72µm
_1902_,6.72µm
_1945_,6.72µm
_2400_,6.72µm
_2522_,6.72µm
_2599_,6.72µm
_2967_,6.72µm
_3179_,6.72µm
net913,6.72µm
net1108,6.72µm
s_axi_arvalid[2],6.69µm
s_axi_awaddr[21],6.69µm
s_axi_awaddr[35],6.69µm
s_axi_awprot[7],6.69µm
s_axi_wstrb[5],6.69µm
s_axi_wstrb[7],6.69µm
_0998_,6.67µm
m_axi_araddr[22],6.67µm
m_axi_wdata[25],6.67µm
s_axi_rdata[30],6.67µm
_2244_,6.66µm
_2279_,6.66µm
net620,6.66µm
net702,6.66µm
m_axi_araddr[26],6.65µm
m_axi_araddr[28],6.65µm
s_axi_awaddr[75],6.65µm
s_axi_bresp[4],6.65µm
s_axi_rdata[111],6.65µm
s_axi_rdata[92],6.65µm
s_axi_rdata[97],6.65µm
s_axi_wstrb[10],6.65µm
_0520_,6.64µm
_0887_,6.64µm
_0964_,6.64µm
_1226_,6.64µm
_1649_,6.64µm
_1773_,6.64µm
_1999_,6.64µm
_2008_,6.64µm
_2013_,6.64µm
_2610_,6.64µm
_2674_,6.64µm
_3164_,6.64µm
net809,6.64µm
net1217,6.64µm
_0684_,6.62µm
_1428_,6.62µm
_0260_,6.6µm
_0538_,6.6µm
_0643_,6.6µm
_0870_,6.6µm
_0892_,6.6µm
_1238_,6.6µm
_2204_,6.6µm
_2238_,6.6µm
_2250_,6.6µm
_2300_,6.6µm
_2539_,6.6µm
_2603_,6.6µm
_2735_,6.6µm
u_write_arbiter.w_buf_data\[67\],6.6µm
net355,6.6µm
net404,6.6µm
net547,6.6µm
net714,6.6µm
net771,6.6µm
net931,6.6µm
_2311_,6.59µm
_2538_,6.58µm
_0070_,6.52µm
_0712_,6.52µm
_0813_,6.52µm
_1793_,6.52µm
_1797_,6.52µm
_2655_,6.52µm
_2788_,6.52µm
_2971_,6.52µm
_3193_,6.52µm
u_write_arbiter.w_buf_data\[88\],6.52µm
u_write_arbiter.w_buf_strb\[6\],6.52µm
net993,6.52µm
_0494_,6.5µm
_0900_,6.5µm
u_write_arbiter.w_buf_data\[24\],6.5µm
net67,6.5µm
net537,6.5µm
_0283_,6.48µm
_1027_,6.48µm
_1049_,6.48µm
_3110_,6.48µm
clknet_leaf_14_aclk,6.48µm
clknet_leaf_104_aclk,6.48µm
_3201_,6.44µm
_0064_,6.42µm
_0134_,6.42µm
_0497_,6.42µm
_2694_,6.42µm
_0573_,6.4µm
_1203_,6.4µm
_1860_,6.4µm
_2312_,6.4µm
m_axi_bvalid[1],6.4µm
u_read_arbiter.u_read_qos.m0_burst_count\[2\],6.4µm
u_write_arbiter.aw_buf_addr\[78\],6.4µm
u_write_arbiter.w_buf_data\[7\],6.4µm
u_write_arbiter.w_buf_valid\[2\],6.4µm
_0019_,6.38µm
_2829_,6.36µm
u_write_arbiter.aw_buf_valid\[2\],6.36µm
m_axi_awaddr[21],6.33µm
s_axi_wready[1],6.33µm
_0801_,6.32µm
_1928_,6.32µm
_2344_,6.32µm
_2579_,6.32µm
_3189_,6.32µm
_3235_,6.32µm
s_axi_araddr[15],6.31µm
s_axi_araddr[25],6.31µm
s_axi_araddr[60],6.31µm
s_axi_araddr[86],6.31µm
s_axi_araddr[89],6.31µm
_0063_,6.3µm
_0083_,6.3µm
_0157_,6.3µm
_0232_,6.3µm
_0453_,6.3µm
_1097_,6.3µm
_1678_,6.3µm
_1712_,6.3µm
_2024_,6.3µm
_2410_,6.3µm
_2723_,6.3µm
_2764_,6.3µm
_2810_,6.3µm
_2931_,6.3µm
_3008_,6.3µm
_3133_,6.3µm
_3217_,6.3µm
net1066,6.3µm
_0828_,6.29µm
_0751_,6.28µm
_1694_,6.28µm
_2497_,6.28µm
_2903_,6.28µm
net226,6.28µm
_0608_,6.26µm
_0950_,6.26µm
_1247_,6.26µm
_1679_,6.26µm
_1745_,6.26µm
_1967_,6.26µm
_2596_,6.26µm
_2667_,6.26µm
_2711_,6.26µm
_2745_,6.26µm
_2782_,6.26µm
_3006_,6.26µm
_3137_,6.26µm
net400,6.26µm
net554,6.26µm
net792,6.26µm
net1005,6.26µm
_1965_,6.21µm
_0140_,6.2µm
_0930_,6.2µm
_1193_,6.2µm
_1651_,6.2µm
_2436_,6.2µm
_2576_,6.2µm
_2691_,6.2µm
net795,6.2µm
net961,6.2µm
_0448_,6.18µm
_0717_,6.18µm
_0729_,6.18µm
_0856_,6.18µm
_1361_,6.18µm
_2271_,6.18µm
_2382_,6.18µm
_2450_,6.18µm
_2597_,6.18µm
_2602_,6.18µm
_2651_,6.18µm
_2734_,6.18µm
_2833_,6.18µm
_2922_,6.18µm
_3180_,6.18µm
u_write_arbiter.w_buf_data\[40\],6.18µm
_0072_,6.145µm
_0558_,6.14µm
_1577_,6.14µm
_1639_,6.14µm
_1648_,6.14µm
_1673_,6.14µm
_1696_,6.14µm
_1801_,6.14µm
_2042_,6.14µm
_2425_,6.14µm
_2475_,6.14µm
_2510_,6.14µm
_2601_,6.14µm
_2720_,6.14µm
_2793_,6.14µm
_2997_,6.14µm
_3069_,6.14µm
_3176_,6.14µm
_3184_,6.14µm
_3222_,6.14µm
u_write_arbiter.w_buf_data\[16\],6.14µm
net365,6.14µm
net374,6.14µm
net579,6.14µm
net1109,6.14µm
net1235,6.14µm
_2066_,6.12µm
cfg_age_threshold[4],6.09µm
cfg_weight_m3[3],6.09µm
s_axi_araddr[127],6.09µm
s_axi_awvalid[3],6.09µm
s_axi_bready[0],6.09µm
s_axi_wvalid[3],6.09µm
_1674_,6.08µm
_2981_,6.08µm
_3185_,6.08µm
_0842_,6.06µm
_1159_,6.06µm
_1804_,6.06µm
_2175_,6.06µm
_2390_,6.06µm
_2422_,6.06µm
_2661_,6.06µm
u_write_arbiter.w_buf_data\[86\],6.04µm
net578,6.04µm
_3135_,6.02µm
clknet_leaf_60_aclk,6.02µm
s_axi_bresp[2],5.99µm
s_axi_rdata[118],5.99µm
_3118_,5.98µm
_3197_,5.98µm
_3200_,5.98µm
net324,5.98µm
cfg_age_threshold[5],5.97µm
m_axi_bvalid[0],5.97µm
s_axi_araddr[116],5.97µm
s_axi_araddr[117],5.97µm
s_axi_araddr[122],5.97µm
s_axi_araddr[123],5.97µm
s_axi_araddr[24],5.97µm
s_axi_araddr[28],5.97µm
s_axi_araddr[31],5.97µm
s_axi_araddr[85],5.97µm
s_axi_awaddr[107],5.97µm
s_axi_awaddr[1],5.97µm
s_axi_awaddr[32],5.97µm
s_axi_awaddr[68],5.97µm
s_axi_awprot[3],5.97µm
s_axi_awprot[5],5.97µm
s_axi_awprot[9],5.97µm
s_axi_rdata[37],5.97µm
s_axi_rdata[40],5.97µm
s_axi_rdata[73],5.97µm
s_axi_rdata[7],5.97µm
s_axi_rdata[87],5.97µm
s_axi_rdata[88],5.97µm
s_axi_wstrb[11],5.97µm
s_axi_wstrb[4],5.97µm
_0018_,5.96µm
_0032_,5.96µm
_0098_,5.96µm
_0111_,5.96µm
_0413_,5.96µm
_0971_,5.96µm
_0622_,5.955µm
_0521_,5.94µm
_0528_,5.94µm
_0666_,5.94µm
_1629_,5.94µm
net206,5.94µm
_0321_,5.92µm
_0577_,5.86µm
_0752_,5.86µm
_1167_,5.86µm
_1231_,5.86µm
_1320_,5.86µm
_1940_,5.86µm
_2854_,5.86µm
_3226_,5.86µm
net1003,5.86µm
_1675_,5.85µm
_0096_,5.84µm
_0154_,5.84µm
_1025_,5.84µm
_1240_,5.84µm
_1417_,5.84µm
_1464_,5.84µm
_1655_,5.84µm
_2104_,5.84µm
_2628_,5.84µm
_2695_,5.84µm
_2714_,5.84µm
_2821_,5.84µm
_3169_,5.84µm
_3204_,5.84µm
_3221_,5.84µm
_3240_,5.84µm
u_write_arbiter.u_write_qos.age_m1\[5\],5.84µm
_0424_,5.82µm
_2437_,5.82µm
net933,5.82µm
_0048_,5.8µm
_0334_,5.8µm
_0384_,5.8µm
_0537_,5.8µm
_0832_,5.8µm
_0956_,5.8µm
_0987_,5.8µm
_1218_,5.8µm
_1638_,5.8µm
_1911_,5.8µm
_1922_,5.8µm
_2097_,5.8µm
_2114_,5.8µm
_2152_,5.8µm
_2537_,5.8µm
_2611_,5.8µm
_2704_,5.8µm
_2725_,5.8µm
_2726_,5.8µm
_2756_,5.8µm
_2803_,5.8µm
_3130_,5.8µm
net37,5.8µm
net870,5.8µm
net1042,5.8µm
net1060,5.8µm
_1462_,5.78µm
s_axi_rdata[52],5.77µm
_1002_,5.74µm
_1946_,5.74µm
net1107,5.74µm
_0202_,5.72µm
_0860_,5.72µm
_0886_,5.72µm
_0943_,5.72µm
_1086_,5.72µm
_1630_,5.72µm
_2103_,5.72µm
_2188_,5.72µm
_2396_,5.72µm
_2816_,5.72µm
_2899_,5.72µm
_2940_,5.72µm
_3244_,5.72µm
u_write_arbiter.aw_buf_addr\[110\],5.72µm
net43,5.72µm
net79,5.72µm
net653,5.72µm
net878,5.72µm
net1099,5.72µm
_0792_,5.7µm
_0914_,5.7µm
_0975_,5.7µm
_1604_,5.7µm
_2621_,5.7µm
_2919_,5.7µm
net1087,5.7µm
_0889_,5.68µm
_0951_,5.68µm
_1448_,5.68µm
_1691_,5.68µm
_1731_,5.68µm
_2061_,5.68µm
_2129_,5.68µm
_2322_,5.68µm
_2389_,5.68µm
_2507_,5.68µm
_2528_,5.68µm
_2630_,5.68µm
_2660_,5.68µm
_2670_,5.68µm
_2709_,5.68µm
_2772_,5.68µm
_3207_,5.68µm
m_axi_araddr[51],5.65µm
s_axi_arready[1],5.65µm
s_axi_rdata[45],5.65µm
s_axi_rdata[95],5.65µm
s_axi_rdata[99],5.65µm
cfg_age_threshold[1],5.63µm
m_axi_awaddr[50],5.63µm
m_axi_awready[0],5.63µm
m_axi_wdata[47],5.63µm
m_axi_wdata[4],5.63µm
s_axi_araddr[120],5.63µm
s_axi_araddr[121],5.63µm
s_axi_arprot[2],5.63µm
s_axi_arprot[8],5.63µm
s_axi_awaddr[99],5.63µm
s_axi_rdata[110],5.63µm
s_axi_rdata[38],5.63µm
s_axi_rdata[43],5.63µm
s_axi_rdata[46],5.63µm
s_axi_rready[0],5.63µm
_0795_,5.62µm
_1396_,5.62µm
net312,5.62µm
net1114,5.62µm
_0035_,5.6µm
_0362_,5.6µm
_0748_,5.6µm
_1742_,5.6µm
_2434_,5.6µm
_2768_,5.6µm
_2985_,5.6µm
net31,5.6µm
net649,5.6µm
net887,5.6µm
_1437_,5.58µm
_0810_,5.54µm
_2939_,5.52µm
net1209,5.52µm
net1214,5.52µm
_0241_,5.5µm
_0301_,5.5µm
_0344_,5.5µm
_0515_,5.5µm
_0890_,5.5µm
_0780_,5.48µm
_1426_,5.48µm
_2571_,5.48µm
_2784_,5.48µm
net877,5.48µm
_0020_,5.46µm
_0180_,5.46µm
_0339_,5.46µm
_0682_,5.46µm
_2289_,5.46µm
_2418_,5.46µm
cfg_age_threshold[6],5.41µm
cfg_weight_m3[2],5.41µm
s_axi_araddr[20],5.41µm
s_axi_araddr[26],5.41µm
s_axi_awvalid[2],5.41µm
_1124_,5.4µm
_2364_,5.4µm
_2586_,5.4µm
net976,5.4µm
net990,5.4µm
net1004,5.4µm
net1071,5.4µm
_0001_,5.38µm
_0102_,5.38µm
_0110_,5.38µm
_0207_,5.38µm
_0823_,5.38µm
_1059_,5.38µm
_1364_,5.38µm
_1440_,5.38µm
_1512_,5.38µm
_1757_,5.38µm
_2026_,5.38µm
_2085_,5.38µm
_2124_,5.38µm
_2127_,5.38µm
_2209_,5.38µm
_2746_,5.38µm
u_write_arbiter.aw_buf_addr\[100\],5.38µm
net576,5.38µm
net918,5.38µm
net1170,5.38µm
net1241,5.38µm
net1265,5.38µm
s_axi_awprot[1],5.37µm
_2115_,5.36µm
_2214_,5.36µm
_2573_,5.36µm
_0240_,5.34µm
_0242_,5.34µm
_0286_,5.34µm
_0294_,5.34µm
_0348_,5.34µm
_0487_,5.34µm
_0696_,5.34µm
_0888_,5.34µm
_1284_,5.34µm
_1420_,5.34µm
_1615_,5.34µm
_1686_,5.34µm
_1714_,5.34µm
_1759_,5.34µm
_1833_,5.34µm
_2543_,5.34µm
_2637_,5.34µm
_2648_,5.34µm
_2663_,5.34µm
_2744_,5.34µm
_2758_,5.34µm
_2767_,5.34µm
_2790_,5.34µm
_2813_,5.34µm
_2890_,5.34µm
_3238_,5.34µm
net90,5.34µm
net998,5.34µm
net999,5.34µm
net1046,5.34µm
net1055,5.34µm
net1131,5.34µm
net1191,5.34µm
s_axi_arprot[11],5.31µm
s_axi_arprot[6],5.31µm
s_axi_rresp[3],5.31µm
s_axi_rvalid[2],5.31µm
aresetn,5.29µm
cfg_weight_m1[0],5.29µm
m_axi_araddr[11],5.29µm
m_axi_araddr[18],5.29µm
m_axi_araddr[25],5.29µm
m_axi_araddr[27],5.29µm
m_axi_araddr[43],5.29µm
m_axi_araddr[60],5.29µm
m_axi_awaddr[37],5.29µm
m_axi_awaddr[59],5.29µm
m_axi_wdata[10],5.29µm
m_axi_wdata[11],5.29µm
m_axi_wdata[14],5.29µm
m_axi_wdata[18],5.29µm
m_axi_wdata[20],5.29µm
m_axi_wdata[23],5.29µm
m_axi_wdata[2],5.29µm
m_axi_wdata[32],5.29µm
m_axi_wdata[3],5.29µm
m_axi_wdata[44],5.29µm
m_axi_wdata[46],5.29µm
m_axi_wdata[49],5.29µm
m_axi_wdata[55],5.29µm
m_axi_wdata[60],5.29µm
m_axi_wdata[61],5.29µm
m_axi_wdata[8],5.29µm
m_axi_wdata[9],5.29µm
m_axi_wstrb[0],5.29µm
m_axi_wstrb[3],5.29µm
m_axi_wstrb[6],5.29µm
m_axi_wstrb[7],5.29µm
m_axi_wvalid[0],5.29µm
s_axi_araddr[111],5.29µm
s_axi_araddr[21],5.29µm
s_axi_araddr[23],5.29µm
s_axi_araddr[52],5.29µm
s_axi_araddr[55],5.29µm
s_axi_araddr[63],5.29µm
s_axi_araddr[84],5.29µm
s_axi_araddr[90],5.29µm
s_axi_araddr[91],5.29µm
s_axi_arprot[7],5.29µm
s_axi_arready[0],5.29µm
s_axi_awaddr[101],5.29µm
s_axi_awaddr[106],5.29µm
s_axi_awaddr[74],5.29µm
s_axi_awaddr[76],5.29µm
s_axi_bresp[5],5.29µm
s_axi_bresp[6],5.29µm
s_axi_bvalid[1],5.29µm
s_axi_bvalid[2],5.29µm
s_axi_rdata[100],5.29µm
s_axi_rdata[104],5.29µm
s_axi_rdata[107],5.29µm
s_axi_rdata[10],5.29µm
s_axi_rdata[114],5.29µm
s_axi_rdata[117],5.29µm
s_axi_rdata[11],5.29µm
s_axi_rdata[127],5.29µm
s_axi_rdata[19],5.29µm
s_axi_rdata[28],5.29µm
s_axi_rdata[32],5.29µm
s_axi_rdata[35],5.29µm
s_axi_rdata[36],5.29µm
s_axi_rdata[3],5.29µm
s_axi_rdata[56],5.29µm
s_axi_rdata[63],5.29µm
s_axi_rdata[65],5.29µm
s_axi_rdata[6],5.29µm
s_axi_rdata[76],5.29µm
s_axi_rdata[78],5.29µm
s_axi_rdata[82],5.29µm
s_axi_rdata[89],5.29µm
s_axi_rdata[90],5.29µm
s_axi_rdata[96],5.29µm
s_axi_rdata[98],5.29µm
s_axi_rresp[0],5.29µm
s_axi_rresp[6],5.29µm
s_axi_rvalid[0],5.29µm
s_axi_rvalid[3],5.29µm
s_axi_wready[0],5.29µm
s_axi_wstrb[13],5.29µm
s_axi_wstrb[6],5.29µm
_0199_,5.28µm
_1161_,5.28µm
_1206_,5.28µm
net47,5.28µm
_0201_,5.26µm
_0791_,5.26µm
_0855_,5.26µm
_0871_,5.26µm
_1003_,5.26µm
_1093_,5.26µm
_1724_,5.26µm
_2216_,5.26µm
_2804_,5.26µm
_3048_,5.26µm
_3105_,5.26µm
_3120_,5.26µm
_3173_,5.26µm
net50,5.26µm
net278,5.26µm
net964,5.26µm
net1075,5.26µm
_1669_,5.24µm
_0404_,5.225µm
_0602_,5.22µm
_0911_,5.22µm
_0989_,5.22µm
_1123_,5.22µm
_1194_,5.22µm
_1302_,5.22µm
_1416_,5.22µm
_1423_,5.22µm
_1817_,5.22µm
_1830_,5.22µm
_1909_,5.22µm
_1949_,5.22µm
_2017_,5.22µm
_2331_,5.22µm
_2383_,5.22µm
_2393_,5.22µm
_2626_,5.22µm
_2689_,5.22µm
_2699_,5.22µm
_2708_,5.22µm
_2749_,5.22µm
_2776_,5.22µm
_2830_,5.22µm
_2925_,5.22µm
_3233_,5.22µm
net789,5.22µm
net1103,5.22µm
_0517_,5.17µm
_0954_,5.17µm
_2318_,5.16µm
_2747_,5.16µm
_2975_,5.16µm
net339,5.16µm
net538,5.16µm
_0108_,5.14µm
_0360_,5.14µm
_0604_,5.14µm
_1622_,5.14µm
_1740_,5.14µm
_2041_,5.14µm
net1169,5.14µm
net1211,5.14µm
_1824_,5.1µm
_2174_,5.1µm
_3144_,5.1µm
s_axi_wvalid[2],5.07µm
_0852_,5.06µm
_3100_,5.06µm
_0023_,5.04µm
_0085_,5.04µm
_0120_,5.04µm
_0387_,5.04µm
_0393_,5.04µm
_0432_,5.04µm
_0483_,5.04µm
_0506_,5.04µm
net1204,5.04µm
net1230,5.04µm
_0192_,5.02µm
_0298_,5µm
_0366_,5µm
_0685_,5µm
_1578_,5µm
net1140,5µm
net40,4.98µm
m_axi_awaddr[35],4.95µm
m_axi_awaddr[6],4.95µm
m_axi_awprot[4],4.95µm
m_axi_bresp[0],4.95µm
m_axi_bresp[1],4.95µm
m_axi_wdata[19],4.95µm
m_axi_wdata[22],4.95µm
m_axi_wdata[34],4.95µm
m_axi_wdata[36],4.95µm
m_axi_wdata[38],4.95µm
m_axi_wdata[52],4.95µm
m_axi_wdata[54],4.95µm
m_axi_wdata[59],4.95µm
m_axi_wdata[63],4.95µm
m_axi_wdata[7],4.95µm
m_axi_wstrb[2],4.95µm
s_axi_araddr[11],4.95µm
s_axi_araddr[124],4.95µm
s_axi_araddr[43],4.95µm
s_axi_araddr[93],4.95µm
s_axi_awaddr[108],4.95µm
s_axi_awaddr[98],4.95µm
s_axi_awprot[0],4.95µm
s_axi_bready[3],4.95µm
s_axi_bresp[3],4.95µm
s_axi_bvalid[0],4.95µm
s_axi_rdata[112],4.95µm
s_axi_rdata[115],4.95µm
s_axi_rdata[48],4.95µm
s_axi_rdata[69],4.95µm
s_axi_rdata[74],4.95µm
s_axi_wdata[99],4.95µm
s_axi_wdata[9],4.95µm
_0459_,4.94µm
_1126_,4.94µm
_1133_,4.94µm
_1403_,4.94µm
_1498_,4.94µm
_1501_,4.94µm
_1986_,4.94µm
_2012_,4.94µm
_2165_,4.94µm
_2394_,4.94µm
_2577_,4.94µm
_3028_,4.94µm
net830,4.94µm
_0010_,4.92µm
_0024_,4.92µm
_0039_,4.92µm
_0046_,4.92µm
_0084_,4.92µm
_0086_,4.92µm
_0107_,4.92µm
_0121_,4.92µm
_0138_,4.92µm
_0206_,4.92µm
_0490_,4.92µm
_0969_,4.92µm
_1220_,4.92µm
_1221_,4.92µm
_1352_,4.92µm
_1460_,4.92µm
_1634_,4.92µm
_1916_,4.92µm
